CNTYVTD,trump,clinton,color
550302,334,305,#faa
550303,241,160,#faa
550305,140,104,#faa
550306,94,92,#faa
550307,0,0,#ddd
550400,26,11,#f66
550401,82,329,#66f
550402,242,445,#aaf
550404,293,339,#aaf
550405,331,214,#faa
550407,1,2,#aaf
550408,2,1,#faa
550409,9,2,#f66
550410,0,0,#ddd
550412,51,65,#aaf
570001,55,154,#66f
570002,157,283,#aaf
570003,6,50,#66f
570004,129,112,#faa
570005,80,35,#f66
570006,168,81,#f66
570007,143,187,#aaf
570008,69,163,#66f
570009,12,27,#66f
570010,48,28,#faa
570011,149,72,#f66
570012,538,219,#f66
570013,14,3,#f66
570014,42,44,#aaf
570015,49,53,#aaf
570016,421,191,#f66
570017,293,162,#faa
570018,151,71,#f66
570019,247,55,#f66
570020,15,20,#aaf
570021,71,21,#f66
570022,140,89,#faa
570023,116,32,#f66
570024,543,161,#f66
570025,488,97,#f66
590001,1048,202,#f66
590002,804,199,#f66
590003,987,157,#f66
590004,817,81,#f66
590005,80,5,#f66
590006,384,71,#f66
590007,256,36,#f66
610001,417,494,#aaf
610002,159,129,#faa
610003,248,633,#66f
610004,663,668,#aaf
610005,40,230,#66f
610006,41,441,#66f
610007,37,131,#66f
610008,24,129,#66f
610009,150,781,#66f
610010,65,635,#66f
610011,135,616,#66f
610012,275,674,#66f
610013,61,242,#66f
610014,160,614,#66f
610015,284,666,#66f
610016,169,240,#aaf
610017,198,829,#66f
610018,224,741,#66f
610019,218,459,#66f
610020,292,350,#aaf
610021,195,652,#66f
610022,207,737,#66f
610023,45,45,#ddd
610024,98,547,#66f
610025,46,223,#66f
610026,557,605,#aaf
610027,208,808,#66f
610028,206,292,#aaf
610029,613,483,#faa
610030,335,207,#faa
610031,57,82,#aaf
610032,442,541,#aaf
610033,63,139,#66f
610034,43,77,#aaf
610035,350,253,#faa
610036,315,418,#aaf
610037,78,564,#66f
610038,232,188,#faa
610039,106,346,#66f
610040,317,700,#66f
610041,360,1068,#66f
610042,75,311,#66f
610043,98,261,#66f
610044,1053,602,#faa
610045,80,613,#66f
610046,335,923,#66f
610047,115,322,#66f
610048,213,338,#aaf
610049,114,212,#aaf
610050,708,1055,#aaf
610051,97,302,#66f
610052,809,404,#f66
610053,122,811,#66f
610054,488,1239,#66f
610055,383,955,#66f
610056,434,371,#faa
610057,126,149,#aaf
610058,516,650,#aaf
610059,51,217,#66f
610060,74,288,#66f
610061,312,526,#aaf
610062,286,903,#66f
610063,234,539,#66f
610064,444,518,#aaf
610065,420,661,#aaf
610066,734,787,#aaf
610067,848,586,#faa
610068,73,571,#66f
610069,245,970,#66f
610070,52,355,#66f
610071,200,931,#66f
610072,370,727,#aaf
610073,485,1094,#66f
610074,230,1062,#66f
610075,107,747,#66f
610076,225,399,#aaf
610077,119,773,#66f
610078,561,649,#aaf
610079,553,530,#faa
610080,1216,753,#faa
610081,221,435,#aaf
610082,128,568,#66f
610083,244,296,#aaf
610084,460,390,#faa
610085,260,198,#faa
610086,59,281,#66f
610087,490,384,#faa
610095,76,214,#66f
610096,85,447,#66f
610097,81,214,#66f
610098,370,1194,#66f
610099,42,81,#aaf
610100,422,918,#66f
610101,133,190,#aaf
610102,221,460,#66f
610103,33,83,#66f
610104,20,60,#66f
610105,24,24,#ddd
610106,324,625,#aaf
610107,68,132,#aaf
610108,0,0,#ddd
610109,0,0,#ddd
631001,700,341,#f66
632002,963,278,#f66
633003,424,482,#aaf
634004,794,327,#f66
650101,312,53,#f66
650102,59,3,#f66
650103,224,32,#f66
650201,630,66,#f66
650301,426,56,#f66
650302,170,20,#f66
650401,435,52,#f66
650402,195,10,#f66
670001,1406,509,#f66
670002,176,90,#faa
670004,203,91,#f66
670005,342,121,#f66
670006,230,40,#f66
670007,829,304,#f66
670009,410,189,#f66
670011,256,165,#faa
670012,350,186,#faa
670014,992,264,#f66
670015,323,36,#f66
670016,260,78,#f66
670017,1610,302,#f66
670018,310,27,#f66
670019,272,28,#f66
670021,144,25,#f66
690101,163,155,#faa
690105,21,10,#f66
690201,138,169,#aaf
690206,87,14,#f66
690301,506,126,#f66
690307,99,19,#f66
690401,94,117,#aaf
690408,362,20,#f66
710001,255,75,#f66
710002,253,198,#faa
710003,134,127,#faa
710004,1647,188,#f66
710005,1187,167,#f66
710006,856,344,#f66
710007,1042,238,#f66
710008,1870,219,#f66
710009,174,30,#f66
710010,1812,242,#f66
710011,1835,677,#f66
710012,528,239,#f66
710013,0,0,#ddd
710014,194,46,#f66
730012,633,163,#f66
730013,557,69,#f66
730014,726,112,#f66
730015,1424,457,#f66
730022,238,98,#f66
730023,567,77,#f66
730024,759,280,#f66
730025,399,129,#f66
730027,855,387,#f66
730028,334,46,#f66
730032,377,54,#f66
730033,650,188,#f66
730034,618,69,#f66
730035,442,179,#f66
730036,818,182,#f66
730037,127,112,#faa
730038,137,144,#aaf
730042,153,526,#66f
730043,384,237,#faa
730044,714,99,#f66
730045,316,132,#f66
730046,366,79,#f66
730047,172,27,#f66
730048,328,29,#f66
750101,424,69,#f66
750201,445,64,#f66
750301,327,98,#f66
750401,469,89,#f66
770001,502,117,#f66
770006,228,63,#f66
770008,439,103,#f66
770009,290,58,#f66
770010,155,15,#f66
770011,512,69,#f66
770012,184,26,#f66
770013,81,25,#f66
770014,111,14,#f66
770015,224,45,#f66
770017,531,85,#f66
770020,274,19,#f66
770024,195,28,#f66
770026,132,19,#f66
770027,261,48,#f66
770032,147,6,#f66
790101,175,72,#f66
790202,202,56,#f66
790303,44,4,#f66
790306,145,41,#f66
790404,83,83,#ddd
810001,361,39,#f66
810002,302,41,#f66
810003,283,50,#f66
810004,272,49,#f66
830001,770,96,#f66
830002,548,115,#f66
830003,625,102,#f66
830004,859,98,#f66
850001,857,577,#faa
850002,1057,852,#faa
850003,143,549,#66f
850004,443,132,#f66
850005,690,234,#f66
850006,1992,1171,#faa
850007,871,580,#faa
850008,986,298,#f66
850009,1538,549,#f66
850010,306,75,#f66
850011,1347,397,#f66
850012,1070,353,#f66
850013,1137,208,#f66
850014,762,681,#faa
850015,580,432,#faa
850016,2069,529,#f66
850017,843,368,#f66
850018,327,72,#f66
850019,735,300,#f66
850020,417,107,#f66
850021,1939,1134,#faa
850022,1328,317,#f66
850023,144,442,#66f
850024,770,762,#faa
850025,2237,1320,#faa
850026,521,314,#faa
850027,1100,567,#faa
850028,1263,731,#faa
850029,75,7,#f66
850030,2390,1033,#f66
850031,1015,396,#f66
850032,1032,522,#faa
850033,1395,313,#f66
850034,1342,1101,#faa
850035,533,159,#f66
850036,1029,318,#f66
850037,799,149,#f66
850038,2699,1398,#faa
850039,833,709,#faa
850040,1546,567,#f66
850041,1175,251,#f66
850042,382,94,#f66
850043,1463,996,#faa
850044,655,439,#faa
850045,952,344,#f66
850046,662,675,#aaf
850047,888,570,#faa
850048,1403,735,#faa
850049,1024,486,#f66
850050,482,759,#aaf
850051,347,367,#aaf
850052,709,810,#aaf
850053,1001,449,#f66
850054,725,781,#aaf
850055,806,605,#faa
850056,2243,937,#f66
850057,1492,825,#faa
850058,1158,839,#faa
850059,1498,680,#f66
850060,1001,241,#f66
850061,732,367,#faa
850062,916,579,#faa
850063,973,425,#f66
850064,964,641,#faa
850065,465,280,#faa
850066,716,454,#faa
850067,708,331,#f66
850068,674,424,#faa
850069,1563,900,#faa
850070,827,365,#f66
850071,723,378,#faa
850072,611,329,#faa
850073,485,466,#faa
850074,640,395,#faa
850075,912,298,#f66
850076,1351,633,#f66
850077,1148,930,#faa
850078,792,389,#f66
850079,840,545,#faa
850080,1270,808,#faa
850081,910,716,#faa
850082,848,551,#faa
850083,1823,664,#f66
850084,938,541,#faa
850085,999,741,#faa
850086,1110,613,#faa
850087,1374,583,#f66
850088,362,737,#66f
850089,1639,1139,#faa
850090,1588,427,#f66
850091,849,490,#faa
850092,921,532,#faa
850093,126,17,#f66
850094,1314,865,#faa
850095,1046,713,#faa
850096,235,251,#aaf
850097,759,190,#f66
850098,305,124,#f66
850099,68,46,#faa
850100,15,1,#f66
850101,1306,561,#f66
850102,1347,372,#f66
850103,343,293,#faa
850104,435,750,#aaf
850105,426,271,#faa
850106,759,386,#faa
850107,1283,750,#faa
850108,968,704,#faa
850109,1373,652,#f66
850110,1030,595,#faa
850111,1830,630,#f66
850112,1091,570,#faa
850113,997,568,#faa
850114,961,291,#f66
850115,1104,652,#faa
850116,1826,667,#f66
850117,1446,867,#faa
850118,1859,689,#f66
850119,2137,1092,#faa
850120,2481,1011,#f66
850121,729,701,#faa
850122,2126,559,#f66
850123,894,414,#f66
850124,973,719,#faa
850125,1503,1136,#faa
850126,1638,908,#faa
850127,1295,780,#faa
850128,2137,495,#f66
850129,1295,662,#faa
850130,2024,1184,#faa
850131,2256,724,#f66
850132,1015,702,#faa
850133,765,476,#faa
850134,3283,2112,#faa
850135,1268,951,#faa
850136,787,431,#faa
850137,871,337,#f66
850138,665,211,#f66
850139,1377,990,#faa
850140,2093,660,#f66
850141,1138,657,#faa
850142,1025,667,#faa
850143,878,319,#f66
850144,1008,515,#faa
850145,520,353,#faa
850146,1595,962,#faa
850147,554,376,#faa
850148,4,0,#f66
850149,1092,568,#faa
850150,68,31,#f66
850151,443,369,#faa
850152,35,18,#faa
850153,1127,613,#faa
850154,428,66,#f66
850155,2273,933,#f66
850156,1328,718,#faa
850157,1673,907,#faa
850158,521,463,#faa
850159,1290,1021,#faa
850160,163,22,#f66
850161,103,36,#f66
850162,126,21,#f66
850163,2636,1645,#faa
850164,357,110,#f66
850165,411,134,#f66
850166,999,625,#faa
850167,1317,1087,#faa
850168,793,229,#f66
850169,803,509,#faa
850170,701,260,#f66
850171,1979,861,#f66
850172,781,288,#f66
850173,239,78,#f66
850174,1223,662,#faa
850175,624,177,#f66
850176,762,660,#faa
850177,1259,544,#f66
850178,3584,979,#f66
850179,2611,566,#f66
850180,255,93,#f66
850181,314,95,#f66
850182,4,1,#f66
850183,45,6,#f66
850184,1,2,#aaf
850185,22,7,#f66
850186,49,12,#f66
850187,223,45,#f66
850188,21,1,#f66
850189,323,61,#f66
850190,30,10,#f66
850191,150,33,#f66
850192,571,100,#f66
850193,366,87,#f66
850194,12,1,#f66
850195,435,74,#f66
850196,534,273,#faa
850197,410,320,#faa
850198,55,15,#f66
850199,270,32,#f66
850200,0,1,#66f
850201,0,0,#ddd
850202,0,0,#ddd
850203,1513,498,#f66
850204,21,4,#f66
850205,0,0,#ddd
850206,786,250,#f66
850207,953,262,#f66
850208,293,76,#f66
850209,0,0,#ddd
870101,344,48,#f66
870201,165,53,#f66
870202,40,3,#f66
870301,143,33,#f66
870302,42,4,#f66
870401,161,24,#f66
870402,58,9,#f66
890101,906,393,#f66
890102,145,42,#f66
890103,369,65,#f66
890201,1345,413,#f66
890202,263,43,#f66
890301,516,72,#f66
890302,568,61,#f66
890303,274,31,#f66
890304,189,19,#f66
890305,543,194,#f66
890401,219,75,#f66
890402,689,621,#faa
910101,1803,639,#f66
910102,1832,335,#f66
910103,1693,374,#f66
910104,980,282,#f66
910105,2369,659,#f66
910106,2629,477,#f66
910201,1567,492,#f66
910202,387,131,#f66
910203,1973,348,#f66
910204,2569,576,#f66
910205,3109,812,#f66
910206,2413,462,#f66
910301,892,779,#faa
910302,2004,935,#f66
910303,281,294,#aaf
910304,1239,671,#faa
910305,563,223,#f66
910401,975,285,#f66
910402,2022,598,#f66
910403,1901,464,#f66
910404,2924,671,#f66
910405,1476,417,#f66
910406,1717,526,#f66
930001,717,144,#f66
930002,729,122,#f66
930004,52,9,#f66
930005,314,71,#f66
930006,192,34,#f66
930007,160,30,#f66
930009,105,24,#f66
930010,184,48,#f66
930011,249,79,#f66
930012,765,256,#f66
930013,102,31,#f66
930014,54,8,#f66
930015,248,33,#f66
930016,69,1,#f66
950101,208,33,#f66
950102,40,10,#f66
950203,79,8,#f66
950204,64,14,#f66
950205,66,24,#f66
950306,155,63,#f66
950407,51,4,#f66
950408,130,38,#f66
970001,560,177,#f66
970002,133,42,#f66
970003,251,36,#f66
970004,207,62,#f66
970005,510,154,#f66
970006,265,28,#f66
970007,649,133,#f66
970008,438,62,#f66
970009,664,133,#f66
970010,908,140,#f66
970011,1018,210,#f66
970012,408,54,#f66
970014,144,42,#f66
970015,136,15,#f66
970017,289,17,#f66
970018,1153,66,#f66
970019,219,20,#f66
970020,215,28,#f66
970021,771,46,#f66
970022,1151,161,#f66
970024,3,0,#f66
970025,4,1,#f66
970026,225,60,#f66
970027,123,30,#f66
970028,19,5,#f66
970030,65,28,#f66
970031,52,28,#faa
970033,275,40,#f66
970034,81,109,#aaf
970035,269,138,#faa
970037,746,181,#f66
990101,1281,866,#faa
990102,605,85,#f66
990103,148,29,#f66
990104,1218,687,#faa
990205,958,223,#f66
990206,557,506,#faa
990207,1056,697,#faa
990308,1680,330,#f66
990309,332,51,#f66
990310,322,78,#f66
990311,55,93,#aaf
990412,988,633,#faa
990413,996,270,#f66
990414,205,21,#f66
990415,133,18,#f66
990416,686,571,#faa
1010101,157,37,#f66
1010102,22,5,#f66
1010201,179,27,#f66
1010301,87,67,#faa
1010401,110,44,#f66
1030001,384,51,#f66
1030002,285,75,#f66
1030003,144,103,#faa
1030004,172,46,#f66
1050001,184,200,#aaf
1050002,298,103,#f66
1050003,350,62,#f66
1050004,125,115,#faa
1070011,216,130,#faa
1070027,336,181,#faa
1070039,245,143,#faa
1070044,335,185,#faa
1090001,39,129,#66f
1090002,68,158,#66f
1090004,47,142,#66f
1110001,217,29,#f66
1110002,41,0,#f66
1110003,22,0,#f66
1110004,26,1,#f66
1110005,20,3,#f66
1110006,151,39,#f66
1110007,180,64,#f66
1110008,343,64,#f66
1110009,248,53,#f66
1131000,39,269,#66f
1131001,74,255,#66f
1131002,134,414,#66f
1131003,149,1682,#66f
1131004,677,454,#faa
1131005,624,922,#aaf
1131006,921,381,#f66
1131007,238,51,#f66
1131008,152,211,#aaf
1131009,89,340,#66f
1131010,140,475,#66f
1131011,42,264,#66f
1131012,62,23,#f66
1131013,898,841,#faa
1131014,233,524,#66f
1131015,312,415,#aaf
1131016,46,54,#aaf
1131017,333,423,#aaf
1131018,67,88,#aaf
1131019,532,852,#aaf
1131020,370,381,#aaf
1131021,464,531,#aaf
1131022,714,1316,#aaf
1131023,596,576,#faa
1131026,150,219,#aaf
1131027,626,1321,#66f
1131028,262,521,#aaf
1131029,150,769,#66f
1131030,439,775,#aaf
1131032,251,233,#faa
1131033,407,364,#faa
1131035,51,50,#faa
1131036,132,265,#66f
1131037,153,417,#66f
1131038,136,1028,#66f
1131039,8,157,#66f
1131040,464,1144,#66f
1131041,29,412,#66f
1131042,51,593,#66f
1131043,866,583,#faa
1131044,981,566,#faa
1131045,221,707,#66f
1131046,75,107,#aaf
1131047,266,377,#aaf
1131048,1033,679,#faa
1131049,680,529,#faa
1131050,53,32,#faa
1131051,43,34,#faa
1131052,1015,1074,#aaf
1131054,235,463,#aaf
1131055,125,223,#aaf
1131056,266,288,#aaf
1131057,378,523,#aaf
1131058,460,571,#aaf
1131059,518,533,#aaf
1131060,1350,1345,#faa
1131061,395,486,#aaf
1131062,8,12,#aaf
1131063,310,491,#aaf
1131064,16,65,#66f
1131067,1,5,#66f
1131068,12,11,#faa
1131069,6,22,#66f
1131070,189,558,#66f
1131073,282,804,#66f
1131074,80,417,#66f
1131076,520,685,#aaf
1131077,0,0,#ddd
1131078,68,481,#66f
1131079,301,612,#66f
1131080,48,320,#66f
1131081,667,1022,#aaf
1131082,17,72,#66f
1131083,172,540,#66f
1131084,435,1539,#66f
1131085,120,355,#66f
1131086,56,182,#66f
1131088,194,634,#66f
1131089,72,970,#66f
1131090,168,968,#66f
1131091,178,780,#66f
1131092,182,1389,#66f
1131093,66,763,#66f
1131094,53,694,#66f
1131095,81,591,#66f
1131096,93,475,#66f
1131097,256,1034,#66f
1131098,105,887,#66f
1131099,5,16,#66f
1131100,86,1429,#66f
1131101,122,512,#66f
1131102,179,579,#66f
1131103,40,159,#66f
1131104,134,1108,#66f
1131105,0,10,#66f
1131106,18,88,#66f
1131107,70,247,#66f
1131108,171,1030,#66f
1131109,48,130,#66f
1131110,4,17,#66f
1131111,103,377,#66f
1131112,11,191,#66f
1131113,4,58,#66f
1131114,13,359,#66f
1131115,227,435,#aaf
1131116,239,425,#aaf
1131117,964,776,#faa
1131118,57,543,#66f
1131119,57,876,#66f
1131120,267,445,#aaf
1131121,287,738,#66f
1131122,63,151,#66f
1131124,0,2,#66f
1131125,350,667,#aaf
1131126,52,245,#66f
1131127,49,219,#66f
1131128,447,102,#f66
1131129,7,43,#66f
1131130,128,407,#66f
1131131,176,369,#66f
1131132,10,15,#aaf
1131133,87,121,#aaf
1131134,18,192,#66f
1131135,67,709,#66f
1131136,1,1,#ddd
1131137,7,16,#66f
1131138,0,0,#ddd
1131139,1,2,#aaf
1131140,0,0,#ddd
1131300,745,517,#faa
1131301,739,682,#faa
1131302,535,743,#aaf
1131303,2,46,#66f
1131304,463,388,#faa
1131305,350,354,#aaf
1131307,4,85,#66f
1131309,24,164,#66f
1131310,798,654,#faa
1131311,815,586,#faa
1131312,283,230,#faa
1131313,39,155,#66f
1131314,411,729,#aaf
1131315,4,4,#ddd
1131316,125,279,#66f
1131317,0,0,#ddd
1131500,505,685,#aaf
1131501,686,597,#faa
1131502,804,971,#aaf
1131503,438,734,#aaf
1131504,771,594,#faa
1131700,411,514,#aaf
1131701,473,434,#faa
1131702,640,681,#aaf
1131703,536,750,#aaf
1131704,321,384,#aaf
1131705,491,577,#aaf
1131706,547,735,#aaf
1131707,59,124,#66f
1131708,137,129,#faa
1131709,389,1203,#66f
1131710,72,680,#66f
1131711,405,506,#aaf
1131713,336,183,#faa
1131714,558,411,#faa
1131715,241,342,#aaf
1131716,1069,458,#f66
1131717,762,931,#aaf
1131718,592,306,#faa
1131719,621,833,#aaf
1131720,853,747,#faa
1131721,804,492,#faa
1131722,490,909,#aaf
1131723,25,79,#66f
1131724,11,45,#66f
1131725,235,96,#f66
1131726,600,426,#faa
1131727,56,58,#aaf
1131728,411,314,#faa
1131729,287,413,#aaf
1131730,0,0,#ddd
1131731,0,0,#ddd
1132000,2,0,#f66
1132001,7,7,#ddd
1132002,475,349,#faa
1132003,1217,707,#faa
1132004,935,476,#faa
1132005,390,285,#faa
1132006,695,397,#faa
1132007,1545,588,#f66
1132008,826,312,#f66
1132009,808,589,#faa
1132010,627,361,#faa
1132011,1040,437,#f66
1132012,665,474,#faa
1132013,671,226,#f66
1132014,313,90,#f66
1132015,401,292,#faa
1132016,1790,642,#f66
1132017,339,401,#aaf
1132018,427,171,#f66
1132019,855,392,#f66
1132020,930,737,#faa
1132021,1933,674,#f66
1132022,350,192,#faa
1132023,483,317,#faa
1132024,530,334,#faa
1132025,1464,515,#f66
1132026,1488,473,#f66
1132027,936,297,#f66
1132029,902,263,#f66
1132030,1186,233,#f66
1132031,896,905,#aaf
1132032,573,599,#aaf
1132033,353,466,#aaf
1132034,731,300,#f66
1132035,343,407,#aaf
1132036,1061,532,#faa
1132037,246,205,#faa
1132038,1055,965,#faa
1132039,852,813,#faa
1132040,682,434,#faa
1132041,1926,849,#f66
1132042,1285,881,#faa
1132043,896,573,#faa
1132044,408,305,#faa
1132045,719,576,#faa
1132046,845,456,#faa
1132047,1040,603,#faa
1132048,883,982,#aaf
1132049,621,456,#faa
1132050,656,476,#faa
1132051,1142,582,#faa
1132052,758,258,#f66
1132053,469,683,#aaf
1132054,472,960,#66f
1132055,229,446,#aaf
1132056,667,259,#f66
1132057,276,95,#f66
1132058,402,279,#faa
1132059,619,261,#f66
1132060,1288,587,#f66
1132061,1294,698,#faa
1132062,827,480,#faa
1132063,376,150,#f66
1132064,695,603,#faa
1132065,785,802,#aaf
1132066,718,342,#f66
1132067,472,323,#faa
1132068,761,747,#faa
1132069,1227,847,#faa
1132070,604,354,#faa
1132071,887,548,#faa
1132072,1085,872,#faa
1132073,336,373,#aaf
1132074,1,2,#aaf
1132076,5,0,#f66
1132077,557,348,#faa
1132078,0,0,#ddd
1132079,238,562,#66f
1132200,1127,252,#f66
1132201,1077,237,#f66
1132202,1125,278,#f66
1132203,919,274,#f66
1132220,1170,166,#f66
1132221,2209,390,#f66
1132222,1915,322,#f66
1132223,776,314,#f66
1132224,611,295,#f66
1132225,970,220,#f66
1132226,1645,395,#f66
1132300,340,354,#aaf
1132301,1135,496,#f66
1132302,211,403,#aaf
1132303,829,583,#faa
1132305,1082,812,#faa
1132306,474,295,#faa
1132307,247,197,#faa
1132308,2,0,#f66
1132309,79,91,#aaf
1132310,834,480,#faa
1132311,86,120,#aaf
1132312,10,7,#faa
1132400,63,24,#f66
1132401,1288,838,#faa
1132402,883,773,#faa
1132403,1,0,#f66
1132404,520,503,#faa
1132405,1427,772,#faa
1132406,884,894,#aaf
1132407,1102,890,#faa
1132408,269,266,#faa
1132409,422,504,#aaf
1132410,410,486,#aaf
1132411,87,173,#aaf
1132500,730,569,#faa
1132501,701,304,#f66
1132502,1035,302,#f66
1132503,1405,554,#f66
1132504,576,301,#faa
1132505,910,777,#faa
1132506,966,484,#faa
1132507,933,489,#faa
1132508,689,670,#faa
1132509,1310,710,#faa
1132510,619,479,#faa
1132511,773,498,#faa
1132512,568,358,#faa
1132513,821,832,#aaf
1132514,1043,738,#faa
1132601,508,716,#aaf
1132602,737,927,#aaf
1132603,740,966,#aaf
1132604,701,969,#aaf
1132605,396,643,#aaf
1132606,0,0,#ddd
1132700,956,852,#faa
1132701,1390,775,#faa
1132702,2275,828,#f66
1132703,247,302,#aaf
1132704,793,987,#aaf
1132705,488,596,#aaf
1132706,1049,640,#faa
1132707,897,865,#faa
1132708,1641,990,#faa
1132709,544,298,#faa
1132710,718,656,#faa
1132711,695,627,#faa
1132712,984,1093,#aaf
1132713,920,262,#f66
1132714,1102,1189,#aaf
1132715,858,850,#faa
1132716,350,448,#aaf
1132717,7,2,#f66
1132800,0,1,#66f
1132801,1496,615,#f66
1132802,1769,679,#f66
1132803,747,220,#f66
1132804,1167,483,#f66
1132805,1841,787,#f66
1132806,1127,543,#f66
1132808,1229,504,#f66
1132809,1001,745,#faa
1132900,1181,722,#faa
1132901,170,314,#aaf
1132902,414,588,#aaf
1132903,607,444,#faa
1132904,4,5,#aaf
1132905,284,97,#f66
1132910,16,6,#f66
1132911,112,78,#faa
1132920,1051,668,#faa
1132921,1576,888,#faa
1132922,1782,1254,#faa
1132923,1249,868,#faa
1132924,585,492,#faa
1132925,1479,604,#f66
1132926,671,457,#faa
1132927,1730,1236,#faa
1132928,1505,513,#f66
1132929,500,315,#faa
1132940,751,263,#f66
1132941,1601,787,#f66
1132942,1647,631,#f66
1133000,1171,701,#faa
1133001,11,258,#66f
1133002,64,517,#66f
1133003,102,1036,#66f
1133004,266,985,#66f
1133005,23,80,#66f
1133006,1045,599,#faa
1133007,216,124,#faa
1133009,464,739,#aaf
1133010,149,79,#faa
1133011,190,413,#66f
1133012,6,54,#66f
1133013,89,185,#66f
1133014,275,330,#aaf
1133015,53,47,#faa
1133017,23,368,#66f
1133018,15,996,#66f
1133019,2,432,#66f
1133020,13,83,#66f
1133021,4,523,#66f
1133022,11,932,#66f
1133023,7,730,#66f
1133024,12,938,#66f
1133025,0,76,#66f
1133026,1,440,#66f
1133027,7,809,#66f
1133028,0,552,#66f
1133029,4,320,#66f
1133030,1,6,#66f
1133031,61,130,#66f
1133032,60,413,#66f
1133033,7,256,#66f
1133034,15,709,#66f
1133035,15,804,#66f
1133036,5,16,#66f
1133037,3,252,#66f
1133038,13,523,#66f
1133039,10,1365,#66f
1133040,14,709,#66f
1133041,1,39,#66f
1133042,10,890,#66f
1133043,14,1221,#66f
1133044,15,1409,#66f
1133045,2,317,#66f
1133046,167,1140,#66f
1133047,444,785,#aaf
1133048,52,1554,#66f
1133049,18,1302,#66f
1133050,20,934,#66f
1133051,8,523,#66f
1133052,13,1413,#66f
1133053,53,1163,#66f
1133054,66,1756,#66f
1133055,126,1530,#66f
1133056,73,1587,#66f
1133057,91,1412,#66f
1133058,20,1442,#66f
1133059,6,861,#66f
1133060,18,1086,#66f
1133061,9,846,#66f
1133062,17,1385,#66f
1133063,57,2017,#66f
1133064,28,1587,#66f
1133065,28,1500,#66f
1133066,35,1162,#66f
1133067,29,1379,#66f
1133068,44,1967,#66f
1133069,15,1030,#66f
1133070,20,1744,#66f
1133071,13,1660,#66f
1133072,9,35,#66f
1133073,1,84,#66f
1133074,42,194,#66f
1133075,12,114,#66f
1133076,0,0,#ddd
1133077,418,1366,#66f
1133078,231,1407,#66f
1133079,113,152,#aaf
1133080,174,399,#66f
1133081,362,285,#faa
1133082,72,1480,#66f
1133083,226,511,#66f
1133084,92,393,#66f
1133086,820,592,#faa
1133087,0,0,#ddd
1133088,7,21,#66f
1133089,3,1,#f66
1133090,176,359,#66f
1133091,0,0,#ddd
1133092,45,961,#66f
1133093,1,2,#aaf
1133094,0,3,#66f
1133095,0,0,#ddd
1133096,0,0,#ddd
1133097,1,108,#66f
1133098,3,149,#66f
1133099,3,201,#66f
1133100,389,988,#66f
1133101,136,272,#aaf
1133102,333,1413,#66f
1133103,269,1513,#66f
1133104,683,2424,#66f
1133105,505,1101,#66f
