CNTYVTD,Trump,Clinton,winner,population,registered,turnout,percentSpanishSurname
3650029,223,7,Trump,458,333,236,3
3670100,1971,426,Trump,4246,3470,2544,6.3
3670105,1145,168,Trump,2559,1927,1400,3.9
3670110,725,174,Trump,2599,1634,957,5.6
3670111,482,97,Trump,1496,1015,624,5.6
3670115,1025,213,Trump,3494,2244,1306,6
3670120,971,154,Trump,2944,1895,1172,4.6
3670125,1239,148,Trump,3128,2191,1437,5.3
3670130,1500,265,Trump,4788,3072,1848,7
3670135,733,118,Trump,1857,1360,892,5.3
3670140,546,72,Trump,1668,1026,653,4
3670200,762,197,Trump,3182,1716,1017,10.3
3670205,748,208,Trump,3151,1817,1019,10.4
3670210,976,108,Trump,2216,1618,1127,4.4
3670215,1665,261,Trump,4018,3024,2029,4.1
3670220,397,36,Trump,933,681,452,3.7
3670225,645,101,Trump,3653,1208,775,3.1
3670230,698,122,Trump,1470,1274,854,6.9
3670235,508,77,Trump,1146,902,616,4.8
3670240,687,91,Trump,2808,1335,805,7.6
3670245,764,119,Trump,1646,1344,926,5.8
3670250,779,134,Trump,1596,1363,954,3.9
3670255,946,175,Trump,3171,1847,1180,7.1
3670300,842,242,Trump,2289,1664,1146,5.3
3670305,1050,238,Trump,2371,2057,1359,6.6
3670310,617,186,Trump,2549,1502,855,7
3670315,2039,394,Trump,4955,3884,2570,5
3670320,1024,126,Trump,2606,1852,1198,4.9
3670325,936,122,Trump,2229,1682,1106,5.5
3670330,733,137,Trump,2742,1591,914,7.2
3670335,1945,194,Trump,3251,2954,2220,2.8
3670340,502,32,Trump,785,713,555,3.9
3670345,1023,177,Trump,2607,1883,1236,4.6
3670350,1374,194,Trump,3030,2371,1645,4.5
3670400,1725,393,Trump,3962,2977,2220,5.8
3670410,1048,224,Trump,2089,1826,1341,3.3
3670415,1042,208,Trump,2241,1780,1327,4.8
3670420,1163,182,Trump,2131,1947,1422,4
3670425,748,129,Trump,1704,1307,933,4.4
3670430,1138,259,Trump,2699,2169,1522,4.6
3670435,1483,305,Trump,3126,2690,1904,4.3
3670440,1987,375,Trump,3620,3390,2521,4
3670445,1059,170,Trump,2118,1727,1296,2.8
3670450,1391,280,Trump,2991,2451,1782,3.5
3690101,569,141,Trump,2604,1344,748,39.3
3690201,194,148,Trump,1990,822,355,65.6
3690202,132,11,Trump,441,210,147,26.7
3690203,50,0,Trump,95,67,52,6
3690301,500,70,Trump,1935,945,596,27.9
3690302,140,6,Trump,433,186,149,8.1
3690303,39,6,Trump,268,85,46,35.3
3690401,181,17,Trump,664,286,198,16.8
3690402,106,85,Trump,1839,516,197,72.1
3710001,702,383,Trump,4783,2027,1136,53.7
3710002,502,468,Trump,3370,2060,1013,68.5
3710003,144,24,Trump,275,260,170,21.9
3710004,359,57,Trump,1306,739,434,31.9
3710005,47,7,Trump,85,65,54,12.3
3710006,33,29,Trump,300,132,65,65.9
3710007,411,358,Trump,2826,1690,798,67.6
3710009,109,35,Trump,359,229,151,34.1
3710010,161,193,Clinton,2203,966,377,74.4
3730001,185,22,Trump,555,402,209,4.2
3730002,241,35,Trump,801,544,283,3.3
3730003,701,210,Trump,2859,1856,943,6.6
3730004,677,171,Trump,2196,1575,875,6.3
3730005,1231,280,Trump,7741,2722,1557,4.4
3730006,2175,405,Trump,6615,4745,2646,3.2
3730007,285,93,Trump,1300,743,404,9.7
3730008,375,167,Trump,1615,1138,558,5.6
3730009,342,97,Trump,1250,817,448,8.4
3730010,796,379,Trump,3793,2422,1196,15.1
3730011,147,56,Trump,580,385,207,2.1
3730012,36,61,Clinton,623,335,109,13.1
3730013,238,22,Trump,428,408,268,2
3730014,429,80,Trump,1405,1024,539,1.4
3730015,545,52,Trump,1377,1155,608,4.9
3730016,1990,329,Trump,6588,4352,2409,7.3
3730017,557,104,Trump,1749,1239,678,4.1
3730018,110,203,Clinton,988,761,325,3.4
3730019,1747,654,Trump,360,5291,2497,1.1
3730020,1820,642,Trump,591,5335,2568,1.5
3730021,549,125,Trump,1999,1288,699,5.2
3750121,1022,234,Trump,3274,2011,1327,10.6
3750122,1043,305,Trump,5947,2738,1445,13.9
3750123,1420,568,Trump,6391,3594,2170,10.7
3750124,1173,277,Trump,3260,2252,1540,11.2
3750125,1369,551,Trump,6118,3669,2064,12.6
3750126,918,356,Trump,5851,2621,1394,14.9
3750221,352,306,Trump,5680,1693,700,49.7
3750222,300,243,Trump,6064,1843,566,23.4
3750223,341,365,Clinton,5623,2100,750,65.3
3750224,739,456,Trump,6878,2808,1272,48.7
3750225,324,298,Trump,5193,1803,664,55
3750321,1436,113,Trump,2425,2198,1610,6
3750322,117,14,Trump,287,205,135,8.8
3750323,2172,307,Trump,6118,4060,2583,9.7
3750324,2322,498,Trump,5084,4060,2967,6.7
3750325,1148,320,Trump,4314,2613,1599,13.1
3750326,1237,237,Trump,4907,2654,1547,13.6
3750327,573,91,Trump,8298,1350,713,14.7
3750421,228,303,Clinton,5384,1600,567,50.6
3750422,526,828,Clinton,10619,4155,1438,21.4
3750424,262,358,Clinton,2917,1534,648,19.6
3750425,325,382,Clinton,5164,1844,746,36.2
3750426,171,111,Trump,1911,715,303,32.4
3750427,112,136,Clinton,3366,845,268,45.9
3770001,88,92,Clinton,559,351,190,44.2
3770002,44,197,Clinton,1412,682,256,82.3
3770003,5,23,Clinton,130,62,29,74.2
3770004,62,365,Clinton,1821,1168,440,83.9
3770005,28,245,Clinton,1834,875,275,83.3
3770006,9,5,Trump,127,52,15,61.5
3770007,238,531,Clinton,1935,1609,818,53.4
3790101,671,67,Trump,1616,1112,762,4.2
3790102,384,79,Trump,1116,735,470,3.5
3790203,761,81,Trump,1815,1247,855,2.4
3790204,314,45,Trump,896,600,366,3.7
3790305,451,93,Trump,984,759,555,2.8
3790306,466,127,Trump,1724,999,599,4.9
3790407,503,70,Trump,1485,952,591,4.3
3790408,418,66,Trump,1278,817,503,2.8
3810110,2721,346,Trump,6384,4808,3226,9.2
3810111,1669,606,Trump,8067,4830,2495,32
3810112,1362,430,Trump,7859,3924,1915,20.8
3810114,1366,342,Trump,5640,3219,1832,18.9
3810123,657,186,Trump,2934,1497,914,14.1
3810208,2862,487,Trump,4111,4932,3546,7.9
3810220,1070,209,Trump,2906,2075,1382,10.3
3810222,2407,477,Trump,6089,4358,3114,6.7
3810227,2922,484,Trump,6551,5138,3615,8
3810228,2783,577,Trump,6399,5063,3564,8
3810230,1775,310,Trump,4004,3074,2223,6.9
3810305,1326,237,Trump,4004,2668,1690,13.2
3810306,1916,404,Trump,5302,3660,2496,8.2
3810307,1935,300,Trump,4726,3373,2391,7.2
3810309,1873,224,Trump,6443,3899,2207,9.5
3810324,2949,480,Trump,6906,5117,3619,9
3810325,2069,210,Trump,3729,3336,2387,7.9
3810415,2108,402,Trump,4328,4040,2680,15.4
3810418,2523,559,Trump,7408,5210,3330,9.4
3810421,1540,372,Trump,7422,3523,2054,13.4
3810426,1660,210,Trump,3699,2897,1996,9.9
3810429,1969,515,Trump,5814,4530,2683,10
3830001,65,45,Trump,846,394,120,74.9
3830002,258,46,Trump,864,573,323,31.6
3830004,166,36,Trump,805,443,211,44.9
3850001,376,72,Trump,846,668,470,14.5
3850002,420,64,Trump,830,647,497,10.4
3850003,217,79,Trump,806,540,304,38.7
3850004,138,16,Trump,282,224,159,13.8
3850006,183,26,Trump,435,363,221,13.8
3850007,48,5,Trump,110,81,53,6.2
3870001,50,5,Trump,148,102,56,2.9
3870002,290,141,Trump,1026,690,438,1.4
3870003,336,345,Clinton,1828,1170,703,3.1
3870004,327,207,Trump,1693,963,555,2.8
3870005,592,80,Trump,1616,1088,684,3.1
3870007,137,27,Trump,419,245,166,2
3870009,179,10,Trump,357,271,199,0.4
3870010,130,9,Trump,322,209,141,1.4
3870011,83,10,Trump,206,167,97,2.4
3870013,347,42,Trump,1258,689,408,0.4
3870014,118,11,Trump,340,232,133,1.3
3870017,128,25,Trump,317,243,159,0.8
3870018,89,14,Trump,287,172,104,6.4
3870019,259,27,Trump,592,440,294,2.5
3870020,49,44,Trump,292,152,99,7.9
3870021,97,25,Trump,226,172,125,0.6
3870024,97,25,Trump,263,181,124,0
3870027,253,17,Trump,619,407,276,3.2
3870028,121,50,Trump,436,256,177,8.2
3870029,81,23,Trump,180,151,108,2
3870030,73,6,Trump,240,118,81,0
3870031,90,6,Trump,195,130,101,0.8
3890001,47,119,Clinton,627,452,174,87.4
3890002,159,211,Clinton,1238,821,402,78.1
3890003,206,217,Clinton,1099,850,451,66.6
3890004,31,13,Trump,3336,79,44,43
3890005,118,110,Trump,650,496,241,64.3
3890006,29,43,Clinton,325,137,75,65.7
3890007,229,182,Trump,1291,858,436,70.7
3890008,79,103,Clinton,792,546,190,79.1
3890010,173,218,Clinton,1710,988,406,77.3
3890011,92,230,Clinton,1320,899,338,85.2
3890012,254,213,Trump,1395,976,492,67.7
3910001,113,123,Clinton,903,499,251,53.1
3910002,463,123,Trump,1229,921,612,28.7
3910003,340,109,Trump,986,715,470,34.7
3910004,59,172,Clinton,958,525,240,57
3930001,123,7,Trump,232,174,136,5.2
3930002,134,1,Trump,207,167,137,0.6
3930003,122,5,Trump,230,178,133,5.1
3950001,398,335,Trump,1681,1229,765,9.3
3950002,503,327,Trump,2284,1558,861,22.7
3950003,333,46,Trump,686,539,393,5.2
3950004,316,44,Trump,700,493,372,3.7
3950005,761,223,Trump,2063,1542,1014,2.6
3950006,769,164,Trump,2379,1533,964,6.4
3950007,23,22,Trump,184,93,46,28
3950008,158,22,Trump,266,240,183,4.2
3950011,521,145,Trump,1615,1092,694,11.4
3950013,116,13,Trump,218,178,132,4.5
3950016,93,12,Trump,260,156,115,6.4
3950018,55,8,Trump,129,98,65,2
3950019,345,41,Trump,807,524,400,3.8
3950022,106,591,Clinton,1863,1408,715,11.5
3950023,171,210,Clinton,1487,822,394,38.8
3970001,2479,873,Trump,6253,4800,3551,6
3970002,2081,700,Trump,5370,4306,2942,5.3
3970003,162,150,Trump,1167,608,325,8.2
3970004,1303,320,Trump,2904,2489,1705,7.5
3990001,623,106,Trump,2516,1507,743,30.1
3990002,62,11,Trump,208,139,77,26.6
3990003,674,96,Trump,2422,1475,784,22.9
3990005,117,5,Trump,242,186,125,7
3990006,99,6,Trump,208,144,107,7.6
3990007,447,66,Trump,1318,886,530,18.8
3990008,408,33,Trump,963,713,444,16.3
3990009,389,73,Trump,1191,736,475,23.5
3990010,247,20,Trump,580,414,273,14
4010111,530,99,Trump,3302,942,646,4.7
4010112,995,182,Trump,4329,2183,1204,3.8
4010113,1520,348,Trump,4707,3094,1929,4.4
4010114,769,163,Trump,2355,1550,955,3.4
4010201,446,104,Trump,3684,956,586,5.9
4010212,465,85,Trump,1178,850,563,1.9
4010213,1016,201,Trump,2948,1995,1261,2.6
4010214,1214,333,Trump,3047,2366,1610,2.8
4010215,1005,336,Trump,3449,2260,1381,9.9
4010302,325,300,Trump,1895,1218,645,5.3
4010303,444,391,Trump,3737,1860,867,10
4010315,504,43,Trump,1162,817,562,3.8
4010316,247,39,Trump,686,446,299,0.7
4010317,202,188,Trump,1018,751,402,0.5
4010318,570,147,Trump,1590,1162,744,2.4
4010319,133,96,Trump,451,379,239,1.3
4010404,890,176,Trump,2405,1590,1127,7.4
4010405,665,139,Trump,1875,1265,836,7.2
4010416,446,76,Trump,1746,942,544,7.3
4010417,645,175,Trump,2863,1549,847,7.8
4010418,1034,235,Trump,3230,2170,1314,5.5
4030001,903,135,Trump,2707,1883,1052,1.6
4030002,681,87,Trump,1866,1374,775,2.1
4030003,311,81,Trump,872,630,396,2.9
4030004,187,25,Trump,417,250,212,2
4030005,734,81,Trump,1799,1275,822,1.1
4030006,887,122,Trump,2350,1736,1020,2.1
4030007,83,52,Trump,311,215,138,0
4030008,206,31,Trump,512,344,230,0.6
4050001,514,233,Trump,2155,1390,755,2.8
4050002,112,92,Trump,496,386,207,3.1
4050003,102,60,Trump,509,290,165,3.4
4050004,173,76,Trump,613,409,256,3.9
4050005,206,38,Trump,629,416,246,1.4
4050006,156,28,Trump,450,333,190,0.9
4050007,199,32,Trump,466,402,232,1.5
4050008,426,31,Trump,1019,746,462,2.4
4050009,495,60,Trump,1185,828,560,1.7
4050010,232,26,Trump,635,446,263,1.6
4050011,7,234,Clinton,708,534,243,0.4
4070001,1256,351,Trump,3870,2839,1662,3.9
4070002,1516,402,Trump,7072,3940,1977,6.7
4070003,559,139,Trump,1446,1156,721,3.2
4070004,439,26,Trump,868,711,485,2.5
4070005,973,157,Trump,3887,2021,1168,10.3
4070006,992,236,Trump,2441,1852,1270,3.3
4070007,950,352,Trump,2439,2035,1344,3.3
4070008,496,148,Trump,1448,1081,669,3.7
4070010,282,47,Trump,707,545,346,3.3
4070013,318,70,Trump,1282,678,400,14.7
4070014,278,110,Trump,924,712,411,3.8
4090101,151,120,Trump,577,488,283,57.8
4090102,615,600,Trump,3896,2488,1275,65.4
4090103,201,45,Trump,599,403,258,26.3
4090104,437,274,Trump,2204,1429,755,57.5
4090105,222,616,Clinton,2910,2009,881,85.2
4090106,533,244,Trump,3007,1730,816,37.9
4090107,96,45,Trump,397,244,145,40.2
4090108,1596,541,Trump,6229,3905,2265,29.6
4090109,1056,362,Trump,5294,2802,1506,32.4
4090110,519,410,Trump,2989,1890,980,60.5
4090111,24,6,Trump,40,46,30,23.9
4090112,82,497,Clinton,2260,1643,610,93.1
4090113,173,371,Clinton,1941,1322,575,90.3
4090114,745,226,Trump,2927,1892,1011,26.6
4090115,1529,494,Trump,7086,3773,2119,24.3
4090116,1941,528,Trump,4152,3943,2609,18.9
4090117,208,87,Trump,901,528,303,50.2
4090118,329,731,Clinton,3557,2391,1105,80.1
4090119,519,195,Trump,1746,1211,765,21.1
4090120,314,108,Trump,879,717,446,11.6
4090121,719,339,Trump,4003,2149,1130,34.1
4090122,294,139,Trump,1074,765,449,39.1
4090123,34,20,Trump,207,100,59,54
4090124,676,866,Clinton,5883,3522,1624,69
4090125,17,7,Trump,46,46,24,41.3
4110001,514,76,Trump,1561,941,603,22.1
4130001,261,67,Trump,828,517,339,35.6
4130002,190,57,Trump,866,435,258,44.4
4130003,64,38,Trump,900,331,105,37.8
4130004,305,46,Trump,867,541,356,28.7
4150005,56,9,Trump,136,96,67,17.7
4150006,156,20,Trump,376,259,183,18.9
4150007,1151,153,Trump,3362,2213,1351,19.7
4150008,477,62,Trump,1618,998,565,22.2
4150009,303,29,Trump,612,485,344,11.5
4150010,707,75,Trump,1789,1147,804,14.6
4150011,92,10,Trump,184,151,105,9.9
4150012,603,126,Trump,3047,1547,762,33.4
4150013,277,36,Trump,633,478,318,19.7
4150014,65,16,Trump,1462,123,82,2.4
4150015,523,197,Trump,3702,1987,763,49.3
4170101,328,27,Trump,839,546,367,8.2
4170202,380,19,Trump,853,591,407,6.1
4170303,158,9,Trump,445,292,170,3.8
4170307,186,14,Trump,421,308,206,4.9
4170404,26,1,Trump,60,39,27,10.3
4170405,133,13,Trump,347,255,154,10.6
4190002,468,38,Trump,1271,808,520,3.7
4190003,197,14,Trump,440,292,213,4.5
4190004,396,99,Trump,1247,762,502,1.6
4190005,1196,99,Trump,3248,2117,1312,3.1
4190006,300,54,Trump,816,531,360,1.3
4190007,356,156,Trump,1115,813,530,2.1
4190008,454,203,Trump,2082,1175,676,7.1
4210101,46,4,Trump,181,73,52,8.2
4210102,112,28,Trump,588,291,149,32.6
4210201,80,24,Trump,542,206,107,41.3
4210202,74,2,Trump,209,100,77,14
4210301,74,3,Trump,251,141,82,19.1
4210302,126,11,Trump,510,226,138,11.5
4210401,295,23,Trump,753,481,330,16.8
4230001,73,113,Clinton,1478,442,201,31.4
4230002,54,254,Clinton,2473,728,317,47.8
4230003,1108,338,Trump,3302,2321,1569,3.9
4230004,461,402,Trump,4194,1687,896,22.1
4230005,2186,332,Trump,5422,3941,2610,3.6
4230006,528,103,Trump,1334,947,647,5.3
4230007,803,259,Trump,2722,1798,1104,6.5
4230008,664,191,Trump,2177,1416,877,2.8
4230009,57,97,Clinton,637,260,159,19.2
4230010,819,867,Clinton,4921,3087,1737,4.7
4230011,111,703,Clinton,5052,1912,838,17.7
4230012,94,733,Clinton,3440,1732,851,17
4230013,20,764,Clinton,2671,1595,800,4.2
4230014,609,330,Trump,2353,1537,975,10.2
4230015,2752,334,Trump,4754,4229,3200,2.3
4230016,81,560,Clinton,2707,1222,659,15.2
4230017,526,54,Trump,1607,1680,608,4.6
4230018,47,672,Clinton,2413,2330,740,5.5
4230019,2465,395,Trump,7060,4625,3020,4.8
4230020,81,148,Clinton,1922,574,240,40.1
4230021,820,216,Trump,1958,1579,1137,2.7
4230022,66,84,Clinton,1632,368,157,9.5
4230023,989,376,Trump,3522,2263,1455,9.3
4230025,1097,281,Trump,2789,2115,1492,5.2
4230026,1402,249,Trump,3931,2541,1688,2.8
4230027,711,293,Trump,2854,1791,1071,9.4
4230028,2034,330,Trump,5798,3720,2465,4.2
4230029,897,241,Trump,2890,2001,1182,3.9
4230030,2493,357,Trump,7023,4390,3018,4.4
4230031,2007,321,Trump,4812,3789,2435,3.7
4230032,1383,327,Trump,4365,2840,1798,6.2
4230034,140,467,Clinton,1876,1022,622,10.9
4230035,553,780,Clinton,3645,2397,1378,4.2
4230036,255,1078,Clinton,6357,3088,1399,13.4
4230037,908,172,Trump,1868,1568,1130,3.8
4230038,1081,430,Trump,3675,2628,1628,4.2
4230039,69,144,Clinton,516,373,222,5.1
4230040,2788,491,Trump,5464,4605,3415,3.7
4230041,1966,311,Trump,4418,3363,2359,3.2
4230042,2085,422,Trump,5197,3766,2644,3.7
4230043,376,160,Trump,1174,873,588,3.9
4230044,1359,777,Trump,5276,3573,2233,6.6
4230045,775,86,Trump,1733,1213,900,1.9
4230046,479,194,Trump,1608,1093,693,7.5
4230047,167,92,Trump,592,463,269,2.8
4230048,151,82,Trump,1721,568,244,22
4230049,59,76,Clinton,466,239,138,10.9
4230050,1223,304,Trump,2948,2302,1616,4.3
4230052,1066,179,Trump,2408,1829,1293,3.2
4230054,1493,503,Trump,4479,3200,2107,4.2
4230055,1869,841,Trump,8085,4922,2872,5.5
4230056,1699,428,Trump,5367,3371,2276,4
4230058,1569,401,Trump,3919,3043,2103,4.2
4230059,1747,410,Trump,4216,3257,2280,3.6
4230060,125,156,Clinton,2215,740,294,34.9
4230061,650,468,Trump,3678,2044,1190,11.4
4230063,8,37,Clinton,492,94,45,10.6
4230064,63,39,Trump,356,189,104,11.1
4230065,30,46,Clinton,157,122,76,0.8
4230066,200,172,Trump,1526,693,388,16.2
4230070,181,77,Trump,712,483,298,8.3
4230071,2017,462,Trump,4318,3512,2613,3.3
4230072,77,48,Trump,655,244,132,5.7
4230073,192,142,Trump,968,602,343,10.5
4230074,82,23,Trump,49,145,115,1.4
4230075,1835,232,Trump,3840,3008,2137,2
4230076,71,212,Clinton,3013,857,294,34.5
4230077,127,91,Trump,622,368,227,10.6
4230078,87,14,Trump,217,147,102,3.4
4230079,1800,423,Trump,5056,3449,2336,4.1
4230080,11,3,Trump,35,13,14,0
4230081,47,89,Clinton,480,230,141,16.5
4230082,12,14,Clinton,104,55,26,18.2
4250001,673,98,Trump,2006,1257,798,8.8
4250002,898,149,Trump,2065,1603,1092,5.9
4250003,839,171,Trump,2371,1662,1048,12.2
4250004,796,122,Trump,2048,1495,958,7.4
4270001,296,993,Clinton,5130,3077,1336,91.7
4270002,357,1292,Clinton,9762,4495,1720,92.7
4270003,116,522,Clinton,3577,2013,663,95.6
4270004,164,215,Clinton,1103,668,401,89.5
4270005,22,37,Clinton,190,122,60,90.2
4270006,324,2089,Clinton,12980,7369,2458,95.3
4270007,80,286,Clinton,1551,892,373,94.8
4270008,187,999,Clinton,6180,3247,1209,95.4
4270009,252,1156,Clinton,8921,3775,1452,95.6
4270010,426,1700,Clinton,11574,6327,2179,94.4
4310003,142,18,Trump,286,244,159,18
4310004,131,16,Trump,285,219,147,18.3
4330001,145,19,Trump,364,254,165,5.5
4330002,149,36,Trump,348,270,191,11.9
4330003,132,23,Trump,333,210,157,8.1
4330004,129,57,Trump,445,264,188,14.8
4350101,184,96,Trump,997,586,288,63
4350201,319,50,Trump,1027,596,383,27.5
4350301,387,75,Trump,1040,753,475,32.4
4350401,185,92,Trump,1064,599,284,64.9
4370001,231,67,Trump,1707,590,308,34.9
4370002,413,104,Trump,1831,1006,539,30.1
4370003,359,83,Trump,1211,750,456,20.9
4370004,112,71,Trump,1039,479,186,48.6
4370006,124,51,Trump,691,392,186,42.6
4370007,273,34,Trump,754,470,315,9.1
4370009,23,6,Trump,47,40,31,0
4370011,136,46,Trump,574,338,188,33.7
4391001,501,477,Trump,1715,1711,1056,7.3
4391004,672,658,Trump,3762,2185,1402,12.5
4391005,12,323,Clinton,1250,706,345,10.3
4391008,12,133,Clinton,550,264,149,16.3
4391009,470,300,Trump,1668,1201,811,8.9
4391010,22,144,Clinton,1128,496,170,17.5
4391011,35,331,Clinton,3151,984,380,44.8
4391012,499,805,Clinton,3613,2167,1345,13.5
4391013,161,1066,Clinton,3868,2291,1252,16.8
4391014,154,167,Clinton,1631,663,339,37.7
4391015,196,367,Clinton,2157,1105,610,41.8
4391019,60,240,Clinton,2130,660,305,44.5
4391021,1271,585,Trump,3826,2787,1938,8
4391022,422,315,Trump,1657,1183,780,14.6
4391023,1503,1130,Trump,7253,4494,2751,14.6
4391024,1144,577,Trump,4609,2980,1808,13.7
4391025,344,717,Clinton,4130,1978,1094,21.8
4391034,1545,411,Trump,4585,2958,2027,7
4391056,38,192,Clinton,1950,1681,237,6.1
4391059,19,212,Clinton,1239,551,242,15.2
4391061,15,117,Clinton,564,297,136,24.9
4391062,8,10,Clinton,32,35,22,25.7
4391064,0,0,,0,0,0,0
4391066,133,302,Clinton,2165,897,448,25.3
4391071,399,754,Clinton,5424,2582,1235,10.3
4391074,33,295,Clinton,2545,902,339,42.6
4391075,57,363,Clinton,2683,933,437,48.8
4391076,270,430,Clinton,1153,984,757,4.8
4391078,11,367,Clinton,1192,754,392,9.4
4391079,25,501,Clinton,2339,1130,535,15.9
4391080,15,539,Clinton,2550,1235,560,13.9
4391081,274,168,Trump,3605,825,479,5.6
4391082,112,175,Clinton,1610,567,314,40.9
4391083,58,317,Clinton,2335,839,384,37.1
4391084,0,0,,0,0,0,0
4391085,133,223,Clinton,2456,800,387,32.1
4391088,109,458,Clinton,3687,1203,587,44.3
4391089,14,648,Clinton,2372,1322,666,9.5
4391090,28,635,Clinton,3559,1623,670,9.3
4391094,300,539,Clinton,2877,1523,901,22.1
4391095,352,249,Trump,915,810,637,2.5
4391098,44,686,Clinton,4536,1666,746,27.7
4391099,94,254,Clinton,2036,851,356,19.2
4391103,653,291,Trump,1878,1378,976,10.2
4391104,105,1250,Clinton,4131,2487,1386,11.7
4391105,611,456,Trump,1917,1574,1132,8.8
4391106,15,1038,Clinton,3052,2161,1072,4.2
4391108,537,560,Clinton,2227,1626,1204,7.3
4391109,111,279,Clinton,3466,895,405,54.7
4391111,1184,307,Trump,2241,2059,1564,6.3
4391117,622,555,Trump,2683,1738,1257,7.6
4391119,979,1683,Clinton,7082,4407,2805,10.9
4391120,52,1262,Clinton,3833,2613,1333,6.2
4391126,327,782,Clinton,2306,1703,1162,7.6
4391127,40,761,Clinton,2105,1428,813,6.9
4391132,20,776,Clinton,3668,1734,807,19.7
4391133,492,568,Clinton,2712,1773,1145,19.9
4391142,373,370,Trump,1857,1192,808,16.3
4391146,520,907,Clinton,3151,2321,1474,8.4
4391149,231,1007,Clinton,5665,2569,1266,11.3
4391150,226,645,Clinton,3267,1630,883,19.2
4391151,288,365,Clinton,2060,1161,686,6.3
4391153,60,871,Clinton,2842,1571,953,12.2
4391154,38,254,Clinton,5054,695,302,17.4
4391165,50,67,Clinton,393,208,129,22.6
4391167,463,442,Trump,2096,1466,970,19.6
4391170,510,942,Clinton,4700,2543,1519,15.9
4391175,337,416,Clinton,1682,1288,799,10
4391184,215,266,Clinton,1581,820,495,17.7
4391186,306,112,Trump,560,542,425,4.8
4391188,8,269,Clinton,841,580,285,4.3
4391189,703,744,Clinton,2776,2238,1511,18.1
4391197,1688,1601,Trump,8129,5377,3521,11.9
4391198,84,111,Clinton,1416,471,202,36.3
4391199,173,120,Trump,470,396,305,5.1
4391206,1116,486,Trump,3898,2663,1716,8.9
4391207,659,756,Clinton,4100,2435,1491,10.6
4391208,1947,834,Trump,5181,4223,2935,6.3
4391211,38,1010,Clinton,3574,2248,1067,5.8
4391227,693,1684,Clinton,7260,4349,2475,9.4
4391236,158,199,Clinton,1106,563,373,14.6
4391237,115,234,Clinton,2761,762,357,54.7
4391238,577,958,Clinton,5033,2887,1609,18
4391241,60,82,Clinton,1313,302,153,15.2
4391244,74,29,Trump,227,154,104,11.7
4391251,356,1478,Clinton,6090,3511,1896,12.4
4391255,616,1249,Clinton,5085,3072,1951,16.4
4391257,308,566,Clinton,3372,1561,909,21
4391264,623,458,Trump,2250,1715,1154,10.8
4391265,515,769,Clinton,3011,2064,1363,13.4
4391270,178,148,Trump,1190,626,342,15.7
4391271,2131,778,Trump,7065,4646,3048,9.6
4391273,379,647,Clinton,6313,2139,1089,50
4391278,228,981,Clinton,3805,2331,1235,6.5
4391279,326,898,Clinton,3377,2157,1279,8.2
4391291,53,1098,Clinton,3301,2031,1183,8.5
4391292,203,671,Clinton,3799,1760,910,19.8
4391293,101,585,Clinton,2920,1313,704,22.9
4391294,1630,860,Trump,5939,4150,2612,11.7
4391295,148,314,Clinton,1978,909,481,30.9
4391296,1041,727,Trump,3705,2816,1873,6.4
4391297,43,1314,Clinton,4880,2820,1376,5
4391298,653,742,Clinton,4937,2343,1508,8.3
4391300,428,862,Clinton,3899,2250,1353,19.3
4391301,118,888,Clinton,2725,1765,1022,9.9
4391311,230,886,Clinton,2935,1882,1149,7.6
4391337,990,450,Trump,2792,2152,1554,5.9
4391339,977,700,Trump,3862,2826,1827,7.1
4391345,119,93,Trump,507,331,222,16.9
4391346,18,504,Clinton,2800,1326,527,8.6
4391347,1271,1592,Clinton,6111,4417,3003,10
4391348,379,116,Trump,978,720,519,8.3
4391351,0,0,,0,0,0,0
4391352,278,114,Trump,911,627,402,7.8
4391366,0,0,,0,0,0,0
4391376,3,1,Trump,1496,20,5,15
4391377,1189,1233,Clinton,6648,4148,2572,8.4
4391378,515,1437,Clinton,6798,3569,2025,21.4
4391380,403,515,Clinton,2458,1589,983,7.9
4391382,334,1030,Clinton,4290,2660,1436,8.8
4391388,516,1083,Clinton,5759,2984,1687,9.9
4391394,0,0,,0,0,0,0
4391404,9,13,Clinton,28,27,22,11.1
4391407,12,21,Clinton,110,64,35,10.9
4391408,19,61,Clinton,522,179,89,54.7
4391412,0,0,,0,0,0,0
4391414,6,16,Clinton,64,38,24,26.3
4391415,136,576,Clinton,4492,1749,731,21.2
4391416,44,35,Trump,197,124,87,24.2
4391418,0,0,,0,0,0,0
4391420,0,0,,0,0,0,0
4391423,1268,564,Trump,2904,2484,1945,2.6
4391424,6,2,Trump,25,16,8,0
4391427,2,3,Clinton,29,14,5,0
4391430,1,2,Clinton,19,8,3,12.5
4391431,840,269,Trump,3038,1781,1174,9.7
4391434,0,0,,0,0,0,0
4391436,214,257,Clinton,1685,861,495,12
4391437,250,221,Trump,1001,711,492,8.9
4391439,5,29,Clinton,191,70,39,21.4
4391440,221,808,Clinton,4604,2028,1056,22.3
4391441,84,317,Clinton,1972,885,425,10.4
4391444,7,33,Clinton,79,69,40,2.9
4391445,6,19,Clinton,93,46,26,43.5
4391455,0,0,,0,0,0,0
4391457,2,0,Trump,0,2,2,0
4391459,272,788,Clinton,3595,1973,1112,18.2
4391460,286,1085,Clinton,7091,2992,1425,7.3
