CNTYVTD,Trump,Clinton,winner,population,registered,turnout,percentSpanishSurname
4391463,230,623,Clinton,3369,2030,903,9
4391472,26,11,Trump,0,49,42,6.1
4391473,16,36,Clinton,425,128,56,36.7
4391476,24,49,Clinton,396,108,74,45.4
4391477,65,466,Clinton,3699,1232,544,30.8
4391479,22,61,Clinton,483,190,88,30.5
4391481,44,170,Clinton,1888,495,219,66.3
4391482,47,265,Clinton,2319,667,324,48.4
4391489,254,662,Clinton,2966,1754,969,9.5
4391490,99,225,Clinton,1196,639,350,5.9
4391491,2,1,Trump,5,3,3,0
4391501,146,170,Clinton,1007,568,335,14.6
4391504,1033,221,Trump,2990,1919,1305,5
4391514,0,0,,0,0,0,0
4391515,6,6,,101,31,14,29
4391518,97,331,Clinton,1977,993,450,6.1
4391543,0,0,,0,0,0,0
4391544,0,2,Clinton,11,7,2,28.6
4391547,0,0,,0,0,0,0
4391549,0,0,,0,0,0,0
4391550,2,22,Clinton,109,46,25,19.6
4391555,0,0,,33,6,0,16.7
4391559,30,82,Clinton,317,210,117,15.7
4391564,0,0,,0,0,0,0
4391576,7,90,Clinton,1108,201,97,31.3
4391577,69,454,Clinton,2178,1049,533,23.5
4391578,190,559,Clinton,2707,1440,785,14.8
4391586,8,3,Trump,11,13,11,0
4391589,45,54,Clinton,6,182,110,6.6
4391594,0,0,,0,0,0,0
4391597,51,209,Clinton,1335,556,268,61
4391603,383,943,Clinton,4060,2490,1420,10.8
4391605,0,0,,0,0,0,0
4391607,0,0,,0,0,0,0
4391608,205,338,Clinton,1078,820,598,10.7
4391610,0,0,,0,0,0,0
4391611,4,8,Clinton,58,24,13,45.8
4391617,7,13,Clinton,70,27,20,29.6
4391619,3,23,Clinton,87,31,26,38.7
4391621,12,36,Clinton,119,78,49,23.1
4391622,15,19,Clinton,42,50,34,6
4391623,0,0,,0,0,0,0
4391625,0,0,,0,0,0,0
4391627,121,54,Trump,514,288,187,6.9
4391628,0,0,,0,0,0,0
4391631,73,84,Clinton,502,283,161,9.5
4391633,6,17,Clinton,71,40,24,60
4391639,386,1586,Clinton,5310,3352,2052,15.5
4391641,911,1271,Clinton,4148,3308,2287,9.9
4391642,361,914,Clinton,2774,2220,1319,14.9
4391651,0,0,,0,0,0,0
4391652,3,87,Clinton,100,245,91,10.2
4391672,0,0,,0,0,0,0
4391674,0,0,,0,0,0,0
4391676,55,100,Clinton,581,318,167,17
4391677,3,12,Clinton,25,28,17,0
4391678,2,4,Clinton,45,21,6,52.4
4391679,0,0,,0,0,0,0
4391684,118,164,Clinton,622,450,307,18
4392002,0,0,,4,0,0,0
4392003,362,241,Trump,1211,940,670,8.7
4392007,946,535,Trump,2753,2244,1561,4.8
4392026,713,510,Trump,2994,2033,1306,10.3
4392027,229,430,Clinton,2785,1342,687,20
4392028,586,274,Trump,1748,1357,916,6.1
4392029,1847,839,Trump,5662,4084,2825,8.8
4392030,476,1358,Clinton,7182,3409,1912,12
4392031,930,2371,Clinton,8195,5522,3436,15.5
4392033,735,446,Trump,5335,2419,1250,20
4392052,498,709,Clinton,5656,2392,1303,10.6
4392055,762,548,Trump,2582,1995,1389,6.5
4392058,0,0,,11,4,0,0
4392100,147,157,Clinton,1126,558,320,21.9
4392112,961,377,Trump,2394,1928,1410,4.1
4392134,98,338,Clinton,3525,1117,458,11.7
4392143,198,228,Clinton,2190,867,452,31.9
4392145,278,569,Clinton,6339,1830,883,40.2
4392147,454,307,Trump,1846,1230,821,7.8
4392148,335,825,Clinton,9745,2779,1211,25.5
4392158,893,639,Trump,3150,2393,1614,9.5
4392161,295,506,Clinton,4111,1857,894,18.3
4392168,586,687,Clinton,5995,2569,1380,14.5
4392169,172,405,Clinton,5899,1345,605,26
4392171,1068,693,Trump,3958,2770,1908,8
4392173,472,200,Trump,1198,990,719,3.9
4392174,937,659,Trump,4308,2708,1683,9.7
4392180,159,656,Clinton,3008,1775,835,22.3
4392181,994,697,Trump,3839,2658,1810,7.6
4392190,93,96,Clinton,542,332,196,16.3
4392205,978,561,Trump,3350,2393,1659,7.1
4392210,142,212,Clinton,2507,776,382,38
4392217,604,926,Clinton,6424,3161,1634,10.9
4392219,945,703,Trump,3455,2491,1727,6.9
4392220,1032,701,Trump,3318,2524,1822,5.2
4392221,1505,1366,Trump,7066,4579,3005,8.4
4392223,911,348,Trump,2259,1822,1325,3.1
4392224,401,687,Clinton,3241,2097,1155,8.9
4392225,131,582,Clinton,7921,1771,736,29.4
4392226,297,605,Clinton,4851,1946,955,18.4
4392228,1028,583,Trump,2732,2299,1705,4.8
4392229,753,559,Trump,3638,2262,1390,8.8
4392235,520,901,Clinton,8161,3053,1481,26
4392246,519,303,Trump,1428,1144,874,5.6
4392258,285,134,Trump,1185,641,432,8.9
4392262,422,140,Trump,1588,940,588,9.5
4392263,371,609,Clinton,6571,2212,1024,37.1
4392266,1255,652,Trump,4091,2961,2025,6.2
4392267,368,734,Clinton,5777,2334,1161,17
4392268,279,388,Clinton,2857,1380,698,18.6
4392269,106,136,Clinton,998,478,264,20.9
4392274,2,1,Trump,12,3,3,0
4392275,208,294,Clinton,1741,924,525,24.9
4392280,591,450,Trump,2425,1632,1106,5.9
4392281,472,343,Trump,2894,1308,867,6.6
4392299,269,673,Clinton,2519,1541,973,11.4
4392302,163,713,Clinton,4570,1862,906,16.2
4392303,865,553,Trump,3340,2133,1498,7.7
4392304,965,538,Trump,2770,2224,1570,6.8
4392305,680,481,Trump,2802,1860,1227,10.6
4392306,889,397,Trump,2534,1997,1364,5.8
4392307,1579,1084,Trump,5613,4103,2827,7.8
4392308,966,631,Trump,4718,2852,1677,13.9
4392309,265,417,Clinton,4862,1603,720,39.2
4392310,681,463,Trump,3060,1936,1199,7.3
4392313,998,514,Trump,3080,2299,1581,7
4392314,1427,743,Trump,4514,3300,2307,7.2
4392315,343,677,Clinton,3407,1930,1082,9.5
4392316,504,575,Clinton,2721,1864,1156,7.3
4392317,526,331,Trump,1668,1298,915,6.4
4392318,742,375,Trump,2692,1852,1183,10.2
4392319,1027,536,Trump,3339,2411,1643,8.4
4392320,293,709,Clinton,4173,2127,1053,14.9
4392341,59,157,Clinton,729,413,229,18.9
4392349,376,669,Clinton,2393,1611,1081,13.8
4392353,267,436,Clinton,2481,1327,744,19.1
4392354,492,799,Clinton,4123,2468,1355,18
4392355,609,344,Trump,2381,1590,1014,11
4392356,1005,882,Trump,4824,3106,1987,10.5
4392357,1251,664,Trump,3707,2916,1985,7.8
4392358,986,534,Trump,3405,2468,1630,6.8
4392360,1569,595,Trump,4568,3235,2256,5.6
4392379,586,1423,Clinton,5068,3359,2076,13.9
4392381,74,245,Clinton,1984,703,334,12.2
4392383,485,797,Clinton,4177,2378,1379,17.3
4392393,82,124,Clinton,977,422,215,27.7
4392401,100,83,Trump,780,393,195,6.6
4392402,6,1,Trump,83,31,8,6.5
4392403,3,19,Clinton,162,64,22,18.8
4392405,702,1701,Clinton,6937,4140,2500,12.4
4392411,44,185,Clinton,1726,649,236,34.8
4392413,77,290,Clinton,2575,627,377,19.8
4392419,0,0,,0,0,1,0
4392425,897,901,Clinton,5370,3155,1877,9.4
4392426,1000,478,Trump,3535,2410,1563,7.1
4392428,72,169,Clinton,2381,595,249,31.9
4392435,742,632,Trump,3202,2110,1435,10.2
4392438,460,992,Clinton,4776,2573,1504,15.2
4392442,390,376,Trump,2,908,797,5.4
4392448,544,1138,Clinton,5237,3167,1770,14.4
4392449,395,805,Clinton,3748,2197,1247,17.3
4392450,432,931,Clinton,4730,2580,1408,17.8
4392451,19,70,Clinton,487,198,92,13.1
4392453,412,723,Clinton,955,1624,1191,10.3
4392461,232,847,Clinton,5481,2338,1118,19
4392462,343,636,Clinton,3150,1798,1023,15.9
4392464,171,117,Trump,518,433,304,5.5
4392466,224,437,Clinton,2066,1152,691,22
4392467,518,891,Clinton,4183,2648,1479,8.2
4392468,888,627,Trump,3376,2417,1589,9.6
4392474,181,47,Trump,883,454,232,9.9
4392484,596,1504,Clinton,6880,3805,2164,14.9
4392488,437,909,Clinton,3429,2291,1390,12.7
4392505,684,345,Trump,2591,1616,1079,7.1
4392506,1732,1096,Trump,6679,4532,2998,8.6
4392513,0,0,,0,0,0,0
4392519,239,420,Clinton,1924,1190,687,13.9
4392520,702,544,Trump,2949,2019,1308,11.5
4392521,470,311,Trump,1959,1312,827,11.2
4392522,1466,895,Trump,5312,3747,2483,9.6
4392523,297,625,Clinton,2753,1648,960,17.8
4392524,1312,345,Trump,2665,2301,1722,4.1
4392525,478,1254,Clinton,5546,2992,1828,16.1
4392535,826,367,Trump,2217,1765,1258,6.5
4392536,561,602,Clinton,2741,1849,1225,7.7
4392537,228,557,Clinton,4100,1743,817,11.5
4392541,435,877,Clinton,3791,2298,1372,14.8
4392546,5,9,Clinton,558,31,15,12.9
4392548,784,289,Trump,2197,1584,1120,4.6
4392553,303,493,Clinton,2787,1565,841,19.6
4392556,731,481,Trump,2586,1836,1285,7.1
4392557,220,474,Clinton,2036,1210,731,15.2
4392561,0,0,,0,0,0,0
4392569,3,34,Clinton,905,118,38,22
4392571,0,0,,0,0,0,0
4392581,560,808,Clinton,4148,2438,1426,14.2
4392600,0,0,,0,0,0,0
4392601,0,0,,0,0,0,0
4392606,1,9,Clinton,33,15,14,13.3
4392609,0,0,,0,0,0,0
4392612,0,0,,0,0,0,0
4392613,87,264,Clinton,1097,641,369,17.5
4392614,84,89,Clinton,77,253,176,5.5
4392616,13,23,Clinton,176,128,39,3.9
4392618,5,18,Clinton,4,27,23,14.8
4392635,736,1561,Clinton,7023,4075,2381,14.7
4392636,994,584,Trump,4216,2756,1654,9
4392643,2010,2287,Clinton,8061,6594,4445,9.5
4392644,1259,2136,Clinton,4544,4930,3528,11.1
4392645,929,432,Trump,3053,2119,1435,7.8
4392655,238,360,Clinton,2168,1281,631,18
4392656,8,32,Clinton,294,111,42,4.5
4392657,4,5,Clinton,76,23,10,8.7
4392658,71,165,Clinton,1246,547,247,19.4
4392659,3,3,,47,25,6,44
4392660,79,55,Trump,714,284,140,32.4
4392670,31,48,Clinton,345,144,81,18.8
4392673,0,0,,0,0,0,0
4392675,0,0,,0,0,0,0
4392680,0,0,,0,0,0,0
4392681,0,0,,0,0,0,0
4393032,608,279,Trump,2073,1367,948,7.8
4393035,1700,838,Trump,4703,3655,2692,4.9
4393036,621,523,Trump,4425,2233,1240,15.9
4393037,1292,582,Trump,3632,2785,1969,6
4393038,1123,806,Trump,7710,3341,2089,10.4
4393039,1780,782,Trump,4134,3696,2714,3.7
4393040,1112,393,Trump,2842,2315,1580,5.8
4393041,764,484,Trump,5892,2530,1324,12.5
4393043,2292,738,Trump,7001,5007,3199,10.1
4393049,1547,527,Trump,3509,2862,2147,5.3
4393054,1504,657,Trump,5216,3487,2325,6.9
4393063,1788,697,Trump,5230,3965,2668,9
4393072,1341,448,Trump,3390,2673,1898,4
4393114,1136,554,Trump,4131,2660,1796,9.6
4393131,700,342,Trump,2679,1682,1093,8.7
4393139,469,266,Trump,2468,1393,776,13.6
4393140,793,312,Trump,2592,1793,1179,10.8
4393152,18,6,Trump,54,39,27,2.6
4393156,862,303,Trump,2133,1716,1213,6.9
4393157,771,549,Trump,4378,2398,1409,11.7
4393160,680,545,Trump,6065,2481,1289,14.7
4393164,765,388,Trump,3528,2051,1214,14.9
4393166,698,573,Trump,6661,2620,1338,15.3
4393172,994,536,Trump,4652,2659,1615,8.8
4393176,1304,740,Trump,5538,3455,2147,8.7
4393177,1183,383,Trump,2387,2312,1638,6.6
4393183,1199,908,Trump,5870,3562,2239,10.4
4393185,1,0,Trump,0,9,1,11.1
4393187,604,313,Trump,2621,1599,975,13.6
4393192,400,98,Trump,1029,753,522,8.2
4393193,1536,556,Trump,3359,2891,2180,4.3
4393194,800,430,Trump,4170,2223,1307,15.5
4393196,1053,444,Trump,2619,2218,1577,5
4393200,942,550,Trump,3569,2418,1571,7.2
4393209,2007,621,Trump,4443,3723,2736,4.2
4393212,655,587,Trump,3342,2012,1313,7.8
4393213,681,379,Trump,2956,1875,1119,11.3
4393214,1000,540,Trump,4415,2615,1636,11
4393215,1120,422,Trump,3099,2260,1596,6.6
4393216,1167,954,Trump,5095,3383,2238,9
4393240,985,530,Trump,4402,2459,1615,10.9
4393247,497,429,Trump,3447,1766,998,10.8
4393248,1980,745,Trump,5139,3959,2877,5.3
4393249,1177,903,Trump,5292,3371,2216,10.4
4393254,812,558,Trump,3495,2386,1464,10
4393260,733,321,Trump,1907,1546,1126,6.3
4393282,724,325,Trump,2240,1628,1099,6.3
4393283,794,370,Trump,2223,1687,1231,7.3
4393286,404,118,Trump,831,774,555,1.2
4393287,973,479,Trump,4195,2476,1541,11.9
4393289,1037,486,Trump,5156,2726,1627,13.9
4393321,1885,1057,Trump,7112,5026,3160,8.4
4393322,968,475,Trump,2656,2055,1526,6.1
4393323,1743,674,Trump,4023,3401,2550,3.6
4393324,1013,424,Trump,3871,2353,1516,9.2
4393325,475,185,Trump,1594,1057,697,8.5
4393326,324,181,Trump,1675,903,537,10.9
4393327,738,365,Trump,2091,1646,1159,7.9
4393329,702,706,Clinton,4336,2471,1496,12
4393330,625,192,Trump,1307,1120,864,4.5
4393331,2094,711,Trump,4504,3946,2930,3.5
4393332,1032,686,Trump,6107,3177,1806,15.6
4393333,1804,971,Trump,6833,4484,2951,8.1
4393334,752,562,Trump,3506,2142,1396,7.7
4393335,986,488,Trump,3180,2190,1549,10.1
4393336,730,857,Clinton,4232,2550,1657,10.8
4393359,963,510,Trump,2916,2279,1564,2.8
4393361,1213,637,Trump,3873,3007,1999,6.8
4393363,351,59,Trump,578,579,439,5.4
4393364,323,222,Trump,1536,991,588,7.5
4393365,2034,741,Trump,5163,3938,2917,5.2
4393367,788,355,Trump,2371,1756,1215,6.9
4393368,408,150,Trump,924,793,581,5.8
4393372,2794,1376,Trump,8860,6777,4459,10.6
4393384,632,418,Trump,2751,1649,1143,7.9
4393385,1385,687,Trump,3613,2948,2204,5.3
4393386,2609,902,Trump,6515,5175,3689,5.9
4393387,1087,361,Trump,2770,2179,1538,6.9
4393389,1164,1092,Trump,6030,3718,2419,10
4393390,1948,775,Trump,4296,3884,2884,3.5
4393391,737,811,Clinton,5093,2850,1651,10
4393392,1116,407,Trump,3106,2311,1595,4.4
4393396,1309,794,Trump,3868,3008,2249,5.2
4393398,656,292,Trump,2687,1630,1012,10.4
4393406,0,0,,0,0,0,0
4393409,5,1,Trump,177,37,7,21.6
4393417,900,427,Trump,1982,2112,1412,9.8
4393421,751,251,Trump,1683,1387,1052,4.4
4393422,2139,746,Trump,4073,4172,3043,4.7
4393433,313,121,Trump,822,626,446,6.5
4393443,968,522,Trump,3170,2279,1592,9
4393446,0,0,,0,0,0,0
4393447,0,1,Clinton,0,0,1,0
4393465,1269,738,Trump,5599,3475,2114,11.6
4393469,523,316,Trump,1492,1262,905,3.2
4393470,63,24,Trump,219,170,91,10.6
4393471,883,316,Trump,2038,1699,1278,4
4393486,2010,898,Trump,7086,4664,3104,10.4
4393500,219,60,Trump,358,457,291,4.2
4393502,864,221,Trump,1936,1560,1147,2.7
4393507,900,476,Trump,4327,2397,1463,13.1
4393509,838,395,Trump,3541,2075,1314,9.7
4393510,1579,564,Trump,3478,3025,2250,3.5
4393511,775,876,Clinton,4865,2857,1740,10.6
4393516,955,387,Trump,2253,1915,1431,5.1
4393517,744,575,Trump,4543,2325,1407,8.4
4393526,581,240,Trump,1536,1241,853,3.5
4393527,1058,438,Trump,3176,2328,1574,8.8
4393529,1101,512,Trump,2745,2392,1690,3.5
4393530,1180,679,Trump,3759,2782,2004,5.4
4393538,781,433,Trump,2334,1780,1280,3.8
4393539,8,1,Trump,16,12,11,33.3
4393542,973,522,Trump,3433,2325,1612,6.6
4393545,1236,491,Trump,3116,2510,1821,4.1
4393552,2684,1644,Trump,10160,6915,4592,11.8
4393554,1430,533,Trump,3813,2909,2067,4.8
4393558,2448,1167,Trump,7189,5367,3850,3.2
4393560,0,0,,0,0,0,0
4393562,83,17,Trump,151,130,107,4.6
4393566,0,0,,0,0,0,0
4393567,2585,706,Trump,6488,4945,3449,9.4
4393570,1101,606,Trump,4645,2974,1816,10
4393574,106,105,Trump,5,337,223,13.1
4393575,0,0,,0,0,0,0
4393579,468,145,Trump,1052,880,644,3.9
4393580,0,0,,0,0,0,0
4393582,25,1,Trump,0,33,27,3
4393583,0,0,,0,0,0,0
4393584,0,0,,0,0,0,0
4393585,0,0,,35,0,0,0
4393590,0,0,,0,0,0,0
4393624,115,71,Trump,212,248,189,6
4393626,313,120,Trump,638,588,445,3.9
4393637,2101,1405,Trump,8198,5925,3746,11.7
4393646,1204,581,Trump,4506,2904,1939,10.3
4393647,1030,746,Trump,4405,2804,1892,11.1
4393648,1492,713,Trump,5545,3571,2369,10
4393653,0,0,,0,0,0,0
4393654,0,0,,0,0,0,0
4393661,0,0,,0,0,0,0
4393662,9,3,Trump,24,18,12,0
4393663,3,2,Trump,9,6,5,0
4393664,1,0,Trump,0,0,1,0
4393665,9,1,Trump,15,12,10,0
4393667,41,19,Trump,176,103,66,10.7
4393668,177,64,Trump,415,337,251,5.3
4393669,1,2,Clinton,3,4,3,0
4393671,345,112,Trump,1030,721,485,6.4
4394006,53,198,Clinton,1116,599,272,10
4394016,470,470,,1898,1527,1039,6.1
4394017,219,956,Clinton,9124,2764,1223,54.9
4394018,305,119,Trump,1906,1117,444,13.6
4394020,554,295,Trump,3893,1778,900,17.4
4394042,360,233,Trump,3641,1320,617,21.9
4394044,2507,697,Trump,6334,5083,3350,9.3
4394045,1308,388,Trump,3079,2500,1780,6.3
4394046,1914,445,Trump,5629,3786,2471,4.3
4394047,1455,294,Trump,4802,3056,1807,4.8
4394048,59,265,Clinton,2366,760,335,77
4394050,70,463,Clinton,3620,1270,544,57.1
4394051,1,0,Trump,24,18,1,55.6
4394053,486,214,Trump,2158,1257,733,19.6
4394057,177,142,Trump,407,445,340,4.3
4394060,285,791,Clinton,3046,1835,1189,23.9
4394065,1716,435,Trump,5041,3343,2256,8.8
4394067,116,478,Clinton,3162,1284,612,85.5
4394068,109,427,Clinton,4047,1212,557,82.2
4394069,1788,869,Trump,6271,4305,2822,12.3
4394070,699,690,Trump,3244,2286,1474,11.6
4394073,131,98,Trump,551,412,236,14.3
4394077,80,111,Clinton,316,259,203,11.6
4394086,1134,565,Trump,2670,2355,1795,4.2
4394087,38,226,Clinton,1551,539,276,87.4
4394091,986,440,Trump,4584,2638,1494,18.4
4394092,68,321,Clinton,3109,869,406,85.5
4394093,175,635,Clinton,5950,1816,830,78.1
4394096,179,459,Clinton,1471,1014,682,19.3
4394097,140,402,Clinton,2748,1061,566,59.5
4394101,235,321,Clinton,3305,1142,583,42.4
4394102,254,220,Trump,3240,1080,501,28.3
4394107,66,320,Clinton,3035,903,401,67.2
4394110,78,393,Clinton,2256,922,487,78.3
4394113,133,63,Trump,2316,366,208,9.3
4394115,381,87,Trump,682,598,487,1
4394116,739,601,Trump,2230,2044,1436,5.5
4394118,364,399,Clinton,1876,1276,810,7.3
4394121,898,505,Trump,4560,2488,1472,26.7
4394122,129,520,Clinton,6099,1538,662,76.1
4394123,143,526,Clinton,5423,1597,689,81.7
4394124,375,354,Trump,1419,1088,788,16.2
4394125,136,111,Trump,1727,611,260,34.5
4394128,1032,456,Trump,5714,2973,1551,15.4
4394129,457,262,Trump,1305,995,779,5.3
4394130,1058,687,Trump,2895,2390,1881,2.5
4394135,422,352,Trump,2202,1269,823,13.8
4394136,627,558,Trump,6047,2397,1266,22.5
4394137,537,367,Trump,1683,1313,975,5.5
4394138,216,168,Trump,2348,880,397,32
4394141,874,615,Trump,5946,2804,1579,15.2
4394144,597,315,Trump,2472,1521,961,15
4394155,310,716,Clinton,8005,2296,1117,61.1
4394159,488,341,Trump,3938,1696,872,26.7
4394162,126,133,Clinton,1549,547,271,36.9
4394163,436,342,Trump,1450,1131,847,5.2
4394178,1151,740,Trump,5473,3132,2019,8.6
4394179,293,358,Clinton,2859,1306,710,18.8
4394182,1141,847,Trump,4399,2924,2136,4.5
4394191,496,216,Trump,2480,1283,747,18.1
4394195,96,438,Clinton,4916,1198,554,75
4394201,80,438,Clinton,2622,1046,530,87.2
4394202,402,352,Trump,3812,1542,783,39.4
4394203,390,572,Clinton,5523,2162,1010,13.4
4394204,1115,687,Trump,6509,3507,1892,16.6
4394218,353,285,Trump,3083,1294,669,28.1
4394222,335,271,Trump,2394,1235,635,40.9
4394230,1323,907,Trump,5025,3593,2445,5.8
4394231,116,521,Clinton,4771,1414,660,76.2
4394232,1171,927,Trump,8260,4402,2242,21.1
4394233,117,451,Clinton,3640,1353,609,61.4
4394234,1353,670,Trump,4464,3165,2150,9.4
4394239,49,18,Trump,266,126,71,23.8
4394242,279,91,Trump,836,605,394,6.8
4394243,410,273,Trump,3289,1409,724,24.4
4394245,12,49,Clinton,468,167,62,57.5
4394250,953,659,Trump,4711,3032,1724,10.6
4394252,310,288,Trump,1694,994,631,18.2
4394253,139,144,Clinton,526,509,311,15.3
4394256,76,234,Clinton,3040,712,320,67.7
4394259,575,176,Trump,1307,1078,782,4.8
4394261,923,762,Trump,6100,3157,1810,17
4394272,240,123,Trump,542,561,389,7.5
4394276,835,498,Trump,3825,2295,1422,15.2
4394284,156,36,Trump,460,269,200,7.4
4394285,162,114,Trump,2286,826,296,23.8
4394288,15,75,Clinton,1008,233,95,45.1
4394290,851,462,Trump,4671,2418,1379,21.7
4394312,8,20,Clinton,247,93,32,38.7
4394328,451,312,Trump,3794,1516,805,21.4
4394338,1138,700,Trump,5204,3240,1934,18.4
4394340,996,286,Trump,3199,2132,1341,4.8
4394342,871,565,Trump,2880,2113,1521,7.2
4394343,708,351,Trump,1718,1502,1138,4.9
4394344,544,372,Trump,1624,1283,952,5.2
4394350,394,483,Clinton,1893,1387,967,10.7
4394362,4,0,Trump,19,11,4,9.1
4394369,1466,678,Trump,4580,3401,2277,10.9
4394370,0,0,,0,0,0,0
4394371,499,89,Trump,1336,858,614,8.6
4394373,95,38,Trump,390,230,142,4.8
4394374,776,508,Trump,3569,2252,1382,16.9
4394375,1285,412,Trump,3487,2629,1772,8.8
4394395,297,63,Trump,1011,631,373,5.7
4394397,112,72,Trump,796,381,202,25.7
4394399,107,29,Trump,308,188,143,4.3
4394400,101,65,Trump,862,352,175,28.1
4394410,834,727,Trump,5224,2944,1658,12.8
4394429,543,286,Trump,1305,1341,893,14.2
4394432,2,14,Clinton,208,110,16,15.5
4394452,1178,966,Trump,3036,3313,2264,18.5
4394454,1006,458,Trump,4274,2562,1528,19.5
4394456,470,254,Trump,1408,1059,792,5.3
4394458,3,0,Trump,0,14,3,7.1
4394475,6,22,Clinton,55,46,29,0
4394478,0,0,,0,0,0,0
4394480,440,134,Trump,469,682,612,6
4394483,12,12,,150,51,29,37.3
4394485,106,102,Trump,1654,431,215,38.1
4394487,0,0,,0,0,0,0
4394492,203,249,Clinton,1898,964,502,7.6
4394493,237,161,Trump,649,597,422,17.1
4394494,8,0,Trump,219,12,8,8.3
4394495,24,53,Clinton,171,184,80,13
4394496,131,263,Clinton,1501,695,421,22.3
4394497,447,765,Clinton,7645,3260,1288,10.7
4394498,289,138,Trump,643,582,463,2.1
4394499,1149,997,Trump,7576,3957,2251,19.5
4394503,166,283,Clinton,2577,925,476,50.3
4394508,742,441,Trump,3553,2121,1253,16
4394512,0,0,,0,0,0,0
4394528,1315,832,Trump,5914,3666,2306,13.7
4394531,1315,556,Trump,4665,2940,1963,17.7
4394532,638,172,Trump,1529,1204,840,5.1
4394533,531,275,Trump,3524,1449,849,18.1
4394534,1345,686,Trump,6058,3666,2177,13.4
4394540,1500,1166,Trump,7865,5063,2832,15.8
4394551,1876,992,Trump,7022,4842,3053,17.4
4394563,0,0,,0,0,0,0
4394565,15,12,Trump,77,39,28,35.9
4394568,10,11,Clinton,117,61,22,27.9
4394572,2,17,Clinton,85,46,20,13
4394573,0,0,,0,0,0,0
4394587,2,101,Clinton,512,247,105,17.8
4394588,1542,946,Trump,6375,4068,2610,10.7
4394591,951,647,Trump,3921,2693,1688,15.3
4394592,0,0,,0,0,0,0
4394593,74,71,Trump,1065,377,153,53.6
4394595,44,36,Trump,196,107,86,38.3
4394596,15,35,Clinton,290,112,50,28.6
4394598,0,0,,0,0,0,0
4394599,1619,1014,Trump,4241,4289,2782,13.5
4394602,0,0,,0,0,0,0
4394604,2,1,Trump,0,1,3,100
4394615,0,0,,0,0,0,0
4394620,11,18,Clinton,532,106,33,30.2
4394629,0,0,,0,0,0,0
4394630,0,0,,1,0,0,0
4394632,0,0,,0,0,0,0
4394634,407,435,Clinton,667,1381,900,6.1
4394638,1763,958,Trump,5151,4649,2918,13.9
4394640,144,198,Clinton,430,679,366,29.6
4394649,1235,481,Trump,4738,2895,1801,16.3
4394650,1512,1154,Trump,6935,4706,2838,23.4
4394666,0,0,,0,0,0,0
4394682,62,93,Clinton,872,319,165,48.9
4394683,0,0,,0,0,0,0
4394685,0,1,Clinton,6,6,1,83.3
4394686,0,0,,0,0,0,0
4394687,23,49,Clinton,787,189,79,56.1
4394688,14,11,Trump,127,55,27,49.1
4394689,45,46,Clinton,275,161,94,50.3
4394690,7,2,Trump,32,10,9,0
4394691,9,4,Trump,48,24,13,54.2
4394692,6,11,Clinton,108,28,18,39.3
4394693,1,6,Clinton,27,9,7,66.7
4394694,39,0,Trump,68,57,39,8.8
4410101,1512,617,Trump,5955,3777,2322,17.8
4410102,990,366,Trump,4404,2519,1466,17.9
4410103,1065,372,Trump,4604,2680,1580,15.9
4410104,1366,323,Trump,3171,2437,1841,4.9
4410105,1155,478,Trump,7650,3700,1783,13.6
4410106,389,155,Trump,4370,1576,612,14.3
4410107,310,69,Trump,1254,678,398,13.3
4410108,702,74,Trump,1383,1120,808,5.4
4410109,147,14,Trump,284,229,174,2.2
4410110,53,12,Trump,121,93,70,0
4410201,425,305,Trump,4589,2147,809,36.7
4410202,678,605,Trump,7659,3369,1393,47.2
4410203,811,457,Trump,5741,2949,1365,30.2
4410204,790,203,Trump,2462,1704,1086,10.7
4410205,882,541,Trump,7672,3536,1543,24
4410206,1198,219,Trump,4095,2491,1488,10.8
4410207,176,36,Trump,549,337,222,10.4
4410301,1008,339,Trump,5335,2739,1478,15.5
4410302,1122,283,Trump,3503,2424,1537,9.8
4410303,1062,96,Trump,2201,1695,1213,4.4
4410304,1213,413,Trump,4729,3037,1796,9.9
4410305,1564,340,Trump,4016,3008,2043,8.2
4410306,2330,479,Trump,4366,4101,2981,5.7
4410307,2763,466,Trump,6046,5114,3469,7.5
4410308,930,135,Trump,1997,1524,1120,4.6
4410401,394,174,Trump,2989,1285,636,29.6
4410402,1185,491,Trump,5603,2794,1858,7.3
4410403,820,428,Trump,4671,2410,1397,8.2
